date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross
2023-07-12,C07,AVLL3,rebalance_sell,,,1.0,5077,35530.11525,8.88475,2023-07-14,1,,,
2023-07-12,C07,CEDO4,rebalance_sell,,,1.0,3826,37447.17586499999,9.364135,2023-07-14,1,,,
2023-07-12,C07,ESPA3,rebalance_sell,,,1.0,1,1.5296175,0.00038250000000000003,2023-07-14,1,,,
2023-07-12,C07,IRBR3,rebalance_sell,,,1.0,540,28758.608550000004,7.191450000000001,2023-07-14,1,,,
2023-07-12,C07,MTRE3,rebalance_sell,,,1.0,5128,34605.3465,8.6535,2023-07-14,1,,,
2023-07-12,C07,NGRD3,rebalance_sell,,,1.0,4,0.5766557999999999,0.0001442,2023-07-14,1,,,
2023-07-12,C07,TEND3,rebalance_sell,,,1.0,3143,40974.47381999999,10.246179999999999,2023-07-14,1,,,
2023-07-12,C07,TRIS3,rebalance_sell,,,1.0,8,34.637738399999996,0.0086616,2023-07-14,1,,,
2023-07-12,C07,YDUQ3,rebalance_sell,,,1.0,1794,35386.771095000004,8.848905,2023-07-14,1,,,
2023-07-21,C07,TRIS3,rebalance_sell,,,1.0,1,4.54506345,0.00113655,2023-07-25,1,,,
2023-07-28,C07,TEND3,defensive_sell,4.0,-2.4309733212825564,0.25,708,8069.1822,2.0178000000000003,2023-08-01,0,,,
2023-08-01,C07,ALPK3,rebalance_sell,,,1.0,8225,42348.1603125,10.5896875,2023-08-03,1,,,
2023-08-01,C07,CEDO4,rebalance_sell,,,1.0,3556,42661.332,10.668000000000001,2023-08-03,1,,,
2023-08-01,C07,MDNE3,rebalance_sell,,,1.0,2428,26531.40549,6.634510000000001,2023-08-03,1,,,
2023-08-01,C07,MTRE3,rebalance_sell,,,1.0,5349,36845.3963475,9.2136525,2023-08-03,1,,,
2023-08-01,C07,OPCT3,rebalance_sell,,,1.0,6979,36909.6802725,9.229727500000001,2023-08-03,1,,,
2023-08-01,C07,TEND3,rebalance_sell,,,1.0,2126,25484.367315000003,6.372685000000001,2023-08-03,1,,,
2023-08-01,C07,YDUQ3,rebalance_sell,,,1.0,1778,39639.48765,9.91235,2023-08-03,1,,,
2023-08-11,C07,WEST3,defensive_sell,4.0,-1.7168559767206661,0.25,443,9389.2521,2.3479,2023-08-15,0,,,
2023-08-15,C07,ANIM3,defensive_sell,6.0,-4.875449289505586,1.0,5510,20877.679275000002,5.220725000000001,2023-08-17,0,,,
2023-08-16,C07,RCSL4,defensive_sell,6.0,-2.1005797000332467,1.0,6818,29446.39656,7.363440000000001,2023-08-18,0,,,
2023-08-16,C07,CEDO4,defensive_sell,5.0,-1.4161098932048657,0.5,1519,26575.854375,6.645625,2023-08-18,0,,,
2023-08-21,C07,ALPK3,rebalance_sell,,,1.0,7774,37383.591765,9.348234999999999,2023-08-23,1,,,
2023-08-21,C07,CEDO4,rebalance_sell,,,1.0,1520,25833.54,6.46,2023-08-23,1,,,
2023-08-21,C07,MDNE3,rebalance_sell,,,1.0,3387,39550.26996,9.890039999999999,2023-08-23,1,,,
2023-08-21,C07,MNPR3,rebalance_sell,,,1.0,1,1.6135965,0.00040350000000000005,2023-08-23,1,,,
2023-08-21,C07,PINE4,rebalance_sell,,,1.0,8914,35379.732855,8.847145000000001,2023-08-23,1,,,
2023-08-21,C07,TEND3,rebalance_sell,,,1.0,1,12.0669825,0.0030175,2023-08-23,1,,,
2023-08-21,C07,WEST3,rebalance_sell,,,1.0,1330,27125.216999999997,6.7829999999999995,2023-08-23,1,,,
2023-08-30,C07,MDNE3,rebalance_sell,,,1.0,1,11.997,0.003,2023-09-01,1,,,
2023-08-30,C07,WEST3,rebalance_sell,,,1.0,1,17.295675,0.004325,2023-09-01,1,,,
2023-09-12,C07,ARND3,defensive_sell,6.0,-2.63853927358192,1.0,2,8.95776,0.0022400000000000002,2023-09-14,0,,,
2023-09-12,C07,M1PC34,defensive_sell,4.0,-1.5447488730491719,0.25,12,9254.922670755,2.314309245,2023-09-13,0,,,
2023-09-20,C07,D1EL34,rebalance_sell,,,1.0,106,35423.69592948301,8.858138517000002,2023-09-21,1,,,
2023-09-20,C07,O1DF34,rebalance_sell,,,1.0,499,24665.48684241098,6.167913689025001,2023-09-21,1,,,
2023-09-20,C07,PRIO3,rebalance_sell,,,1.0,796,38763.46671,9.693290000000001,2023-09-22,1,,,
2023-09-20,C07,MNPR3,concentration_trim,,,,1766,2944.9515779999997,0.7364219999999999,2023-09-22,1,0.1615969050237875,0.2,2946.6095442313745
2023-09-20,C07,PTNT4,concentration_trim,,,,59,533.2266599999999,0.13334,2023-09-22,1,0.15213421395018537,0.2,542.27200753137
2023-09-20,C07,WLMM4,concentration_trim,,,,18,708.6627900000001,0.17721,2023-09-22,1,0.1528176871765779,0.2,715.9320085313811
2023-09-22,C07,MNPR3,defensive_sell,5.0,-2.3075522684281604,0.5,11424,17942.617223999998,4.486776,2023-09-26,0,,,
2023-09-29,C07,CHCM34,rebalance_sell,,,1.0,11,403.68020391269994,0.10094528729999999,2023-10-02,1,,,
2023-09-29,C07,HBSA3,rebalance_sell,,,1.0,1,4.578855,0.001145,2023-10-03,1,,,
2023-09-29,C07,KEPL3,rebalance_sell,,,1.0,1,11.577105,0.002895,2023-10-03,1,,,
2023-09-29,C07,M1PC34,rebalance_sell,,,1.0,48,36367.714629792004,9.094202208,2023-10-02,1,,,
2023-09-29,C07,MNPR3,rebalance_sell,,,1.0,11426,17134.71525,4.28475,2023-10-03,1,,,
2023-09-29,C07,PTNT4,rebalance_sell,,,1.0,4216,38777.5032,9.6968,2023-10-03,1,,,
2023-09-29,C07,WLMM4,rebalance_sell,,,1.0,968,38265.151320000004,9.56868,2023-10-03,1,,,
2023-10-10,C07,M1PC34,rebalance_sell,,,1.0,1,757.1966954895,0.1893465105,2023-10-11,1,,,
2023-10-10,C07,PTNT4,rebalance_sell,,,1.0,1,9.0477375,0.0022625,2023-10-13,1,,,
2024-03-20,C07,BMGB4,rebalance_sell,,,1.0,1,3.55911,0.0008900000000000001,2024-03-22,1,,,
2024-03-20,C07,L1RC34,concentration_trim,,,,12,1260.28485,0.31515,2024-03-21,1,0.15510014599226005,0.2,1312.6533605918667
2024-03-20,C07,NVDC34,concentration_trim,,,,354,3326.4141884999995,0.8318114999999999,2024-03-21,1,0.1629462238847009,0.2,3332.0386330918627
2024-04-01,C07,AMER3,rebalance_sell,,,1.0,722,44030.9895,11.0105,2024-04-03,1,,,
2024-04-01,C07,C2OI34,rebalance_sell,,,1.0,3,153.56160000000003,0.038400000000000004,2024-04-02,1,,,
2024-04-01,C07,FASL34,rebalance_sell,,,1.0,73,28389.90075,7.0992500000000005,2024-04-02,1,,,
2024-04-01,C07,JFEN3,rebalance_sell,,,1.0,1135,47658.0825,11.9175,2024-04-03,1,,,
2024-04-01,C07,L1RC34,rebalance_sell,,,1.0,368,41603.036640000006,10.403360000000001,2024-04-02,1,,,
2024-04-01,C07,NVDC34,rebalance_sell,,,1.0,4108,39016.2435,9.7565,2024-04-02,1,,,
2024-04-01,C07,OIBR3,rebalance_sell,,,1.0,4676,30853.884599999998,7.7154,2024-04-03,1,,,
2024-04-01,C07,OIBR4,rebalance_sell,,,1.0,1997,36935.263875,9.236125,2024-04-03,1,,,
2024-04-01,C07,SYNE3,rebalance_sell,,,1.0,9,39.00524625,0.00975375,2024-04-03,1,,,
2024-08-01,C07,H1UM34,defensive_sell,6.0,-4.674516667527146,1.0,574,26305.581960000003,6.578040000000001,2024-08-02,0,,,
2024-08-06,C07,VRTX34,defensive_sell,6.0,-3.0467463750809562,1.0,59,39708.8703,9.9297,2024-08-07,0,,,
2024-08-06,C07,AMBP3,defensive_sell,4.0,-0.3790658931956657,0.25,3024,19222.692325199998,4.8068748,2024-08-08,0,,,
2024-08-07,C07,AURA33,defensive_sell,6.0,-2.997898340167365,1.0,2304,38789.66016,9.69984,2024-08-09,0,,,
2024-08-08,C07,JBSS32,rebalance_sell,,,1.0,1,32.731815000000005,0.008185000000000001,2024-08-12,1,,,
2024-08-08,C07,AMBP3,concentration_trim,,,,2371,16260.993735000002,4.0662650000000005,2024-08-12,1,0.20305813808125373,0.2,16268.601038214794
2024-08-19,C07,CHCM34,rebalance_sell,,,1.0,1189,37812.6344775,9.4555225,2024-08-20,1,,,
2024-08-19,C07,MWET4,rebalance_sell,,,1.0,1,9.337665,0.002335,2024-08-21,1,,,
2024-08-19,C07,PNCS34,rebalance_sell,,,1.0,54,24943.382595,6.237405,2024-08-20,1,,,
2024-08-19,C07,F2IC34,concentration_trim,,,,18,3824.40366,0.9563400000000001,2024-08-20,1,0.16307720989842286,0.2,3919.66964206157
2024-08-19,C07,I1RM34,concentration_trim,,,,1,592.85175,0.14825,2024-08-20,1,0.15233946758192937,0.2,701.2130930615676
2024-08-28,C07,CHCM34,rebalance_sell,,,1.0,1,32.9617575,0.0082425,2024-08-29,1,,,
2024-08-28,C07,EALT3,rebalance_sell,,,1.0,2,27.053234999999997,0.006765,2024-08-30,1,,,
2024-08-28,C07,MNDL3,rebalance_sell,,,1.0,3284,39398.148,9.852,2024-08-30,1,,,
2024-08-28,C07,TKNO4,rebalance_sell,,,1.0,1,169.9575,0.0425,2024-08-30,1,,,
2024-08-28,C07,F2IC34,concentration_trim,,,,6,1269.7624799999999,0.31751999999999997,2024-08-29,1,0.15509252087956477,0.2,1473.525483360696
2024-08-28,C07,I1RM34,concentration_trim,,,,6,3745.0435050000006,0.9364950000000002,2024-08-29,1,0.16398474169895574,0.2,4046.4931113606945
2024-09-06,C07,LREN3,rebalance_sell,,,1.0,2,31.888026,0.007974,2024-09-10,1,,,
2024-09-06,C07,P2LT34,rebalance_sell,,,1.0,770,45087.625275,11.274725,2024-09-09,1,,,
2024-09-06,C07,REGN34,rebalance_sell,,,1.0,68,7271.461679999999,1.81832,2024-09-09,1,,,
2024-09-06,C07,F2IC34,concentration_trim,,,,3,649.937475,0.16252499999999998,2024-09-09,1,0.1527679432064907,0.2,808.8184977353085
2024-09-06,C07,SBFG3,concentration_trim,,,,39,708.4528425000001,0.17715750000000002,2024-09-10,1,0.15246906412611938,0.2,721.4828764853155
2024-09-10,C07,NGRD3,defensive_sell,6.0,-2.763482812982267,1.0,346,32.27372955,0.00807045,2024-09-12,0,,,
